pk_id_deliverables_info,version,date_from,date_to,deliv_id,"title","description","deliverable_type","dissemination_URL","DOI"
94,1,1900-01-01 00:00:00,2200-01-01 00:00:00,6907,"Refined/updated generic protocols to assess availibility, use and KAP of antimicrobials across livestock production systems and countries","Refined/updated generic protocols to assess availability, use and KAP of antimicrobials (based on exchange of experiences with similar survey tools in other projects) across livestock produciton systems and countries","Data portal/Tool/Model code/Computer software",,
95,1,1900-01-01 00:00:00,2200-01-01 00:00:00,6921,"Genderized FEAST app","Initial genderized FEAST app ready for use","Data portal/Tool/Model code/Computer software","https://cgspace.cgiar.org/handle/10568/100244",
96,1,1900-01-01 00:00:00,2200-01-01 00:00:00,6924,"Updated non-destructive digital vegetation charting software","Updated non-destructive digital vegetation charting software, 2 manuals prepared and made globally accessible (2 manuals= field guidelines and image processing)","Data portal/Tool/Model code/Computer software","http://repo.mel.cgiar.org/handle/20.500.11766/9200",
97,1,1900-01-01 00:00:00,2200-01-01 00:00:00,6934,"Beta version of SoFT","Beta version of soft available for testing","Data portal/Tool/Model code/Computer software","https://cgspace.cgiar.org/handle/10568/99215",
98,1,1900-01-01 00:00:00,2200-01-01 00:00:00,6941,"Paper on immune studies on candidate ECF vaccine antigens","Immunogenicity and vaccine trials of p67C in particulate forms, sequence data of p67 specific antibodies, comparative schizont CTL data from vaccine trials.","Journal Article (peer reviewed)","https://cgspace.cgiar.org/handle/10568/91022",
99,1,1900-01-01 00:00:00,2200-01-01 00:00:00,6943,"Elite winter wheats","Elite winter wheats","Line/variety developed",,
100,1,1900-01-01 00:00:00,2200-01-01 00:00:00,6946,"Report on establishment of a vaccine technology platform for ASF","Modified ASFV vaccine strains","Blog","https://ilvac.net/2018/12/10/establishment-of-a-vaccine-technology-platform-for-african-swine-fever-as-the-first-target/",
101,1,1900-01-01 00:00:00,2200-01-01 00:00:00,6947,"Report on the construction of a synthetic viral genome (ASF)","Report on construction of a synthetic viral genome","Blog",,
102,1,1900-01-01 00:00:00,2200-01-01 00:00:00,6968,"Do community seed banks contribute to socio-ecological resilience? The case of the Sierra de los Cuchumatanes, Guatemala","Can community seed banks also support change towards socio-ecological resilience? This article aims to answer this question through a case study of several community seed banks that operate in the Sierra de los Cuchumatanes, an important mountainous area of maize diversity located in the western part of Guatemala.","Policy brief/policy note/briefing paper","https://www.bioversityinternational.org/e-library/publications/detail/seed-banks-contribute-to-socio-ecological-resilience-in-sierra-de-los-cuchumatanes-guatemala",
103,1,1900-01-01 00:00:00,2200-01-01 00:00:00,7026,"1st Quarterly Technical Report-Mayi Plus II Project.","January-March-2018 report that includes the activities and results achieved in each of the outputs of the project:
Two varieties selected/analysis of the 2017-2018-winter-cycle.	
Seed multiplication report of ORE (collaborator).
Seed distribution-commercialized in the South of Haiti.
Strategic Maize Seed Reserve for Haiti.
In-country replication of the Seed Multiplication Workshop. ","Funder report",,
104,1,1900-01-01 00:00:00,2200-01-01 00:00:00,7046,"Combined MAS and GS. ","Results to be published","Discussion paper/Working paper/White paper",,
105,1,1900-01-01 00:00:00,2200-01-01 00:00:00,7213,"Agronomic and physiological traits of elite lines of high yielding potential evaluated with high throughput phenotyping technologies.","Agronomic and physiological traits of elite lines of high yielding potential from the CIMMYT Core Germplasm II set (CIMCOG II) evaluated with high throughput phenotyping technologies.","Line/variety developed",,
106,1,1900-01-01 00:00:00,2200-01-01 00:00:00,7214,"High-yielding and drought tolerant lines and heat tolerant lines selected.","High-yielding and drought tolerant lines and heat tolerant lines selected.","Line/variety developed",,
107,1,1900-01-01 00:00:00,2200-01-01 00:00:00,7266,"Module on the implementation of different livestock extension approaches","Module on the implementation of 4 different extension approaches for livestock producers in Tunisia","User manual/Technical Guide","http://repo.mel.cgiar.org/handle/20.500.11766/9379",
108,1,1900-01-01 00:00:00,2200-01-01 00:00:00,7371,"Training module on Post Mortem examination in small ruminants in Ethiopia","Training module on Post Mortem examination for small ruminants in Ethiopia","Lecture/Training Course Material","https://cgspace.cgiar.org/handle/10568/100526",
109,1,1900-01-01 00:00:00,2200-01-01 00:00:00,7373,"Training module for vets/paravets on coenurosis control in small ruminants","Training module for vets/paravest on coenurosis control in small ruminants to train farmers","Lecture/Training Course Material","https://cgspace.cgiar.org/handle/10568/100525",
110,1,1900-01-01 00:00:00,2200-01-01 00:00:00,7376,"Developing site-specific interventions in capturing, storing and converting rainwater into productive use under dryland mountaineous and drylowland settings "," The project will introduce various sets of  rainwater management technologies and practices adapted to suit the target groups.  The study will 1) Test various rainwater capturing and saving technologies  and practices; 2) integrate drought resistant food and  fodder crops; and 3) develop rainwater management guidelines for increasing system resilience. ","Factsheet, Project Note","http://oar.icrisat.org/id/eprint/10363",
111,1,1900-01-01 00:00:00,2200-01-01 00:00:00,7463,"Training module for vets/paravets on community based GIT parasite control in small ruminants to train farmers","Training module for vets/paravets in Ethiopia on community based GIT parasite control in small ruminants to train farmers","Lecture/Training Course Material",,
112,1,1900-01-01 00:00:00,2200-01-01 00:00:00,7480,"Paper on tick distribution in Tunisia  (ixodes ricinus in the North)","Paper on tick distribution in Tunisia  (ixodes ricinus in the North)","Journal Article (peer reviewed)",,
113,1,1900-01-01 00:00:00,2200-01-01 00:00:00,7481,"Online tick database for Tunisia","Online tick database for Tunisia","Database/Dataset/Data documentation","http://geoagro.icarda.org/ticks/",
114,1,1900-01-01 00:00:00,2200-01-01 00:00:00,7525,"Picture Based Insurance (PBI): Feasibility and cost-effectiveness","IFPRI DP Series","Discussion paper/Working paper/White paper","http://ebrary.ifpri.org/cdm/singleitem/collection/p15738coll2/id/133039/rec/6 ",
115,1,1900-01-01 00:00:00,2200-01-01 00:00:00,7526,"Monitoring crop phenology using a smartphone based near-surface remote sensing approach","n/a","Journal Article (peer reviewed)","http://ebrary.ifpri.org/cdm/singleitem/collection/p15738coll5/id/6451/rec/2",
116,1,1900-01-01 00:00:00,2200-01-01 00:00:00,7528,"Seeing is believing: Using crop pictures in personalized advisory services","N/A","Factsheet, Project Note","http://ebrary.ifpri.org/cdm/singleitem/collection/p15738coll2/id/133017/rec/4 ",
117,1,1900-01-01 00:00:00,2200-01-01 00:00:00,7555,"Lump-sum Transfers for Agriculture and Household Decision Making","PI Alan de Brauw","Discussion paper/Working paper/White paper",,
118,1,1900-01-01 00:00:00,2200-01-01 00:00:00,7556,"Rural labor market responses to large lumpy cash transfers: Evidence from Malawi","PI Alan de Brauw","Discussion paper/Working paper/White paper","https://web.williams.edu/Economics/wp/AmblerdeBrauwGodlonton_LumpyCashTransfers.pdf",
119,1,1900-01-01 00:00:00,2200-01-01 00:00:00,7557,"Brief on seed banks and role in Fomento intervention","PI Alan de Brauw, Publication on IFPRI website","Policy brief/policy note/briefing paper",,
120,1,1900-01-01 00:00:00,2200-01-01 00:00:00,7619,"[item 16] 1 Data Set (governance and restoration through community forestry)","Carry-out evidence-based governance analysis of a select set (3) of longstanding restoration and community forestry initiatives","Database/Dataset/Data documentation","https://doi.org/10.1007/s00267-018-1055-0",
121,1,1900-01-01 00:00:00,2200-01-01 00:00:00,7621,"[item 17] CF and EBA Good governance Experiences: 1 Policy Brief (T1)","Study of good governance experiences/requirements for ecosystem-based adaptation and landscape restoration through tree-based approaches through an innovations ecosystems approach","Policy brief/policy note/briefing paper",,
122,1,1900-01-01 00:00:00,2200-01-01 00:00:00,7623,"[item 17] CF and EBA Good governance Experiences: 1 Technical Report (T1)","Study of good governance experiences/requirements for ecosystem-based adaptation and landscape restoration through tree-based approaches through an innovations ecosystems approach","Research workshop report",,
123,1,1900-01-01 00:00:00,2200-01-01 00:00:00,8005,"Agronomy Field Information Management System (HIDAP-AgroFIMS) ","This project will result in the development and beta release for user testing of the Agronomy Field Information Management Systems (AgroFIMS), based on the Highly Interactive Data Analysis Platform (HIDAP). AgroFIMS will enable agronomists to create fieldbooks for data collection from agronomic trials conforming to standards based on ontologies.","Data portal/Tool/Model code/Computer software","https://github.com/AGROFIMS/hagrofims",
124,1,1900-01-01 00:00:00,2200-01-01 00:00:00,8088,"A metadata quality checking tool is developed for Dataverse and deployed at least in 4 centers","An online vizualization tool supports data managers to check the metadata quality of their center data sets on Dataverse. It is deployed in 5 centers: AfricaRice, CIP, CIAT, Bioversity and IFPRI","Data portal/Tool/Model code/Computer software","https://github.com/bioversity/dataverse-dashboard-curation/tree/gh-pages",
125,1,1900-01-01 00:00:00,2200-01-01 00:00:00,8102,"AgrO includes all parameters and variables on management practices required for the fieldbook and validated by agronomists","The Agronomy Ontology content is validated by agronomists and modelers and addresses the needs of the fieldbook AGROFIMS ","Database/Dataset/Data documentation","https://github.com/AgriculturalSemantics/agro",
126,1,1900-01-01 00:00:00,2200-01-01 00:00:00,8149,"Sustainable Rangeland Management Project, Tanzania","Conference poster on the SRMP project","Presentation/Poster","https://cgspace.cgiar.org/handle/10568/88994",
127,1,1900-01-01 00:00:00,2200-01-01 00:00:00,8161,"Gender and the commons: Pastoral women’s land rights and village land use planning in Tanzania: Experiences from the sustainable rangeland management project","Conference presentation","Presentation/Poster","https://cgspace.cgiar.org/handle/10568/89929",
128,1,1900-01-01 00:00:00,2200-01-01 00:00:00,8185,"Brochure:  SRMP Project","Sustainable Rangeland Management Project, Tanzania","Brochure","https://cgspace.cgiar.org/handle/10568/80673",
129,1,1900-01-01 00:00:00,2200-01-01 00:00:00,8309,"Roles of social learning for the adoption of climate-smart agriculture innovations: Case study from My Loi Climate-Smart Village, Vietnam","The study presents evidence of the value of social networks for the adoption of innovation, identifies what constitutes promising social networks, and gives examples of institutional structures that influenced the adoption process. Recommendations for social learning networks and scaling of climate-smart agriculture innovations are provided.","Discussion paper/Working paper/White paper","https://cgspace.cgiar.org/handle/10568/80703",
130,1,1900-01-01 00:00:00,2200-01-01 00:00:00,8324,"Livelihoods and food security in an urban linked, high potential region of Tanzania.","Journal article evaluating the changes in livelihoods over 3 years in Lushoto, Tanzania.","Journal Article (peer reviewed)","https://doi.org/10.1016/j.agsy.2017.10.013",
131,1,1900-01-01 00:00:00,2200-01-01 00:00:00,8770,"A research brief on impact of participatory training on biosecurity protocols on the knowledge, attitudes and practices of smallholder pig farmers in Uganda","A research brief","Policy brief/policy note/briefing paper","https://cgspace.cgiar.org/handle/10568/80381",
132,1,1900-01-01 00:00:00,2200-01-01 00:00:00,8885,"Journal article on genetic tests for estimating dairy breed proportion","Paper in Genetics Selection Evolution","Journal Article (peer reviewed)","http://hdl.handle.net/10568/89717",
133,1,1900-01-01 00:00:00,2200-01-01 00:00:00,8947,"An introduction to the political, institutional and normative framework related to payments for agrobiodiversity conservation services in Peru ","Regulatory, institutional and normative framework for the payment of agrobiodiversity conservation services in Peru","Discussion paper/Working paper/White paper","http://spda.org.pe/wpfb-file/serie_30_spda_servicios_de_la_agrobiodiversidad_3-pdf/",
134,1,1900-01-01 00:00:00,2200-01-01 00:00:00,8982,"2014 Social Accounting Matrix for Malawi","2014 Social Accounting Matrix for Malawi
","Database/Dataset/Data documentation","http://ebrary.ifpri.org/cdm/ref/collection/p15738coll3/id/298",
135,1,1900-01-01 00:00:00,2200-01-01 00:00:00,9016,"The impact of food assistance on food insecure populations during conflict: Evidence from a quasi-experiment in Mali","N/A","Journal Article (peer reviewed)","http://cdm15738.contentdm.oclc.org/cdm/ref/collection/p15738coll5/id/6207",
136,1,1900-01-01 00:00:00,2200-01-01 00:00:00,9146,"Forest concessions in Petén, Guatemala: A systematic analysis of the socioeconomic performance of community enterprises in the Maya Biosphere Reserve","N/A","Policy brief/policy note/briefing paper","http://www.cifor.org/publications/pdf_files/brief/7163-brief.pdf",
137,1,1900-01-01 00:00:00,2200-01-01 00:00:00,9161,"Decision-making tool for national implementation of the Plant Treatys multilateral system of access and benefit-sharing","This decision making tool is designed to assist national policy makers and other stakeholders to identify appropriate measures to implement the Plant Treatys multilateral system of access and benefit-sharing in their countries.  ","Guidebook/Handbook/Good Practice Note","https://cgspace.cgiar.org/handle/10568/93396",
138,1,1900-01-01 00:00:00,2200-01-01 00:00:00,9212,"Report on the development of new superior dual purpose maize, sorghum, millet, groundnut in India ","Report on the development of new superior dual purpose maize, sorghum, millet, groundnut in India ","Discussion paper/Working paper/White paper","https://cgspace.cgiar.org/handle/10568/100308",
139,1,1900-01-01 00:00:00,2200-01-01 00:00:00,9215,"Report on total mixed rations for smallholders ","Report on total mixed rations for smallholders ","Discussion paper/Working paper/White paper","https://cgspace.cgiar.org/handle/10568/100493",
140,1,1900-01-01 00:00:00,2200-01-01 00:00:00,9234,"Assessing market actors in rural markets for sheep and goats in climate smart villages","Publication of an articles about market actors in rural markets for sheep and goats in climate smart villages","Journal Article (peer reviewed)","https://cgspace.cgiar.org/handle/10568/99012",
141,1,1900-01-01 00:00:00,2200-01-01 00:00:00,9288,"Toward an understanding of economic growth in Africa: A reinterpretation of the Lewis model","Toward an Understanding of Economic Growth in Africa: A Reinterpretation of the Lewis Model","Journal Article (peer reviewed)","http://ebrary.ifpri.org/cdm/ref/collection/p15738coll5/id/5687",
142,1,1900-01-01 00:00:00,2200-01-01 00:00:00,9863,"Action plan toward development of a Cross-border network for biodiversity conservation in Kenya and Somalia","Action plan toward development of a Cross-border network for biodiversity conservation in Kenya and Somalia","Research workshop report",,
143,1,1900-01-01 00:00:00,2200-01-01 00:00:00,11366,"Nutrition-based incentives in dairy contract farming in northern Senegal","Nutrition-based incentives in dairy contract farming in northern Senegal","Journal Article (peer reviewed)","http://ebrary.ifpri.org/cdm/ref/collection/p15738coll5/id/6280",
144,1,1900-01-01 00:00:00,2200-01-01 00:00:00,11375,"Global Agricultural Research Data Innovation and Acceleration Network (GARDIAN)","GARDIAN enables publications and datasets across all CGIAR Centers to be discovered, and for data to be easily explored and aggregated when annotated using semantic standards. It enables mapping and visualization of CGIAR crop production data.","Data portal/Tool/Model code/Computer software","http://gardian.bigdata.cgiar.org",
145,1,1900-01-01 00:00:00,2200-01-01 00:00:00,11405,"Herramienta de toma de decisiones para la implementacion nacional del sistema multilateral de acceso y distribucion de beneficios del Tratado Internacional sobre los Recursos Fitogeneticos","This decision making tool is designed to assist national policy makers and other stakeholders to identify appropriate measures to implement the Plant Treaty?s multilateral system of access and benefit-sharing in their countries.","Book","https://cgspace.cgiar.org/handle/10568/97878",
146,1,1900-01-01 00:00:00,2200-01-01 00:00:00,11407,"Outil decisionnel pour la mise en oeuvre nationale du systeme multilateral d?acces et de partage des avantages aux termes du TIRPAA","This decision making tool is designed to assist national policy makers and other stakeholders to identify appropriate measures to implement the Plant Treaty?s multilateral system of access and benefit-sharing in their countries.","Guidebook/Handbook/Good Practice Note","https://cgspace.cgiar.org/handle/10568/98234",
147,1,1900-01-01 00:00:00,2200-01-01 00:00:00,11423,"Development of new GHG measurement options in view of variety screening","We propose a variation of the closed chamber method for GHG measurements in rice fields. Gas sampling during the night offers certain advantages that allow investigation of specific research questions.","Journal Article (peer reviewed)","https://cgspace.cgiar.org/handle/10568/98235",
148,1,1900-01-01 00:00:00,2200-01-01 00:00:00,11436,"Innovation platforms for Climate Smart Agriculture in Honduras","This policy brief presents the experience of creation of an innovation platform in Honduras. Innovation platform is a institutional innovation that facilitate and encourage coordination among actors.","Policy brief/policy note/briefing paper","https://cgspace.cgiar.org/handle/10568/91678",
149,1,1900-01-01 00:00:00,2200-01-01 00:00:00,11438,"Methodological Guide to Co-design Climate-smart Options with Family Farmers","This guide presents how co-design with local actors and family farmers climate smart options. It proposed a method with 7 successive phases (including institutional and policy analysis)  to foster the creation of open innovation platforms, that facilitate learning process end implementation of solutions to face climate change. ","Guidebook/Handbook/Good Practice Note","https://cgspace.cgiar.org/handle/10568/97065",
150,1,1900-01-01 00:00:00,2200-01-01 00:00:00,11453,"Community seedbanks (website)","Bioversity International's dedicated website to all its activities concerning community seedbanks (awareness raising, capacity development, research, networking, advocacy and policy)","Website","https://www.bioversityinternational.org/seedbanks/",
151,1,1900-01-01 00:00:00,2200-01-01 00:00:00,11521,"Model of enteric methane emissions supports climate change mitigation in Colombia’s cattle sector","RUMINANT has been used to improve Colombia’s National Greenhouse Gas Inventory to the United Nations Framework Convention on Climate Change (UNFCCC) and to prepare the sustainable bovine livestock Nationally Appropriate Mitigation Actions (NAMA) information note. The RUMINANT model could support the MRV phase of NDCs of Colombia and other countries.","Policy brief/policy note/briefing paper","https://cgspace.cgiar.org/handle/10568/97097",
152,1,1900-01-01 00:00:00,2200-01-01 00:00:00,11539,"Potential mitigation contribution from agroforestry to Viet Nam’s NDC","Viet Nam has formulated national climate change mitigation strategies that relate to forestry and agricultural sector, with a potential revision in 2019 that can include agroforestry, provided that the potential mitigation contribution from this sector can be monitored and reported. This paper presents two approaches to measurement and reporting.","Discussion paper/Working paper/White paper","https://cgspace.cgiar.org/handle/10568/98867",
153,1,1900-01-01 00:00:00,2200-01-01 00:00:00,11543,"Protocol for characterizing community-based rangeland management cases","This document summarizes a research protocol that includes key variables, criteria and descriptors for characterizing community-based rangeland management. The result will be a structured description based primarily on categorical variables.","User manual/Technical Guide","https://cgspace.cgiar.org/handle/10568/97916",
154,1,1900-01-01 00:00:00,2200-01-01 00:00:00,11600,"Plant traits influencing greenhouse gas emission potential and assessment of technical options for emission screening with large number of rice varieties","Working Paper on GHG emission in rice","Discussion paper/Working paper/White paper","https://cgspace.cgiar.org/handle/10568/96529",
155,1,1900-01-01 00:00:00,2200-01-01 00:00:00,11633,"Inclusion of gender equality in monitoring and evaluation of climate services","The working paper aims to identify recommendations for gender-aware monitoring and evaluation (M&E) of rural climate services, highlighting system design and indicator development.","Policy brief/policy note/briefing paper","https://cgspace.cgiar.org/handle/10568/99021",
156,1,1900-01-01 00:00:00,2200-01-01 00:00:00,11663,"Online portal broadcasting the results from the 2018 Monitoring in Olopa's CSV (Guatemala)","An online system was developped to display the results of the CSV monitoring implemented in Olopa. This user fiendly platform presents Household level decriptive data and standard indicators structured around 7 thematic sections: General demographics; Livelihoods; Financial services; Food security; Climate related events; Climatic services and CSA practices
","Data portal/Tool/Model code/Computer software","http://rpubs.com/g-bejarano/IndicadoresOlopa",
157,1,1900-01-01 00:00:00,2200-01-01 00:00:00,11719,"The role of plant-breeding R&D in tractor adoptions among smallholders in Asia: Insights from Nepal Terai","The role of plant-breeding R&D in tractor adoptions among smallholders in Asia: Insights from Nepal Terai","Discussion paper/Working paper/White paper","http://ebrary.ifpri.org/cdm/ref/collection/p15738coll2/id/132416",
158,1,1900-01-01 00:00:00,2200-01-01 00:00:00,11723,"2012 Social Accounting Matrix (SAM) for Sudan","2012 Social Accounting Matrix (SAM) for Sudan","Database/Dataset/Data documentation","http://ebrary.ifpri.org/cdm/ref/collection/p15738coll3/id/328",
159,1,1900-01-01 00:00:00,2200-01-01 00:00:00,11841,"School feeding or general food distribution? Quasi-experimental evidence on the educational impacts of emergency food assistance during conflict in Mali","N/A","Discussion paper/Working paper/White paper","http://ebrary.ifpri.org/cdm/ref/collection/p15738coll5/id/6259",
160,1,1900-01-01 00:00:00,2200-01-01 00:00:00,11850,"Cost-effective opportunities for climate change mitigation in Indian agriculture","By using plot level crop management data from the cost of cultivation survey and livestock data from Indian livestock survey, we estimated total environmental footprint of Indian Agriculture, presented distribution of GHG emissions in terms of commodities and regions and identified cost-effective abatement measures. ","Journal Article (peer reviewed)","https://cgspace.cgiar.org/handle/10568/98475",
161,1,1900-01-01 00:00:00,2200-01-01 00:00:00,11851,"Climate change and agriculture in Central America and the Andean Region","study for Peru, Colombia, Guatemala, Honduras, Costa Rica, Nicaragua, El Salvador.
Also supported by CCAFS","Discussion paper/Working paper/White paper","http://ebrary.ifpri.org/cdm/ref/collection/p15738coll2/id/132953",
162,1,1900-01-01 00:00:00,2200-01-01 00:00:00,11852,"Climate change, agriculture, and adaptation options for Guatemala","study for Peru, Colombia, Guatemala, Honduras, Costa Rica, Nicaragua, El Salvador.
Also supported by CCAFS","Discussion paper/Working paper/White paper","http://ebrary.ifpri.org/cdm/ref/collection/p15738coll2/id/133036",
163,1,1900-01-01 00:00:00,2200-01-01 00:00:00,11853,"Climate change, agriculture, and adaptation options for Colombia","study for Peru, Colombia, Guatemala, Honduras, Costa Rica, Nicaragua, El Salvador.
Also supported by CCAFS","Discussion paper/Working paper/White paper","http://ebrary.ifpri.org/cdm/ref/collection/p15738coll2/id/133035",
164,1,1900-01-01 00:00:00,2200-01-01 00:00:00,11855,"Is roof-top rainwater harvesting a viable solution to develop small-scale agriculture? (A case study in Laos)","This study assessed the feasibility of using roof-top rainwater harvesting system (RWHS) to irrigate home-based vegetable gardens in Laos.  A model combining a RWHS water balance and a crop water balance was developed to simulate various scenarios of cropping cycles irrigated by a RWHS with varying dimensions. ","Discussion paper/Working paper/White paper","https://cgspace.cgiar.org/handle/10568/100100",
165,1,1900-01-01 00:00:00,2200-01-01 00:00:00,11856,"Adaptation Options for Rice-Based Cropping Systems in Climate Risk-Prone Provinces in the Mekong River Delta: An Assessment Report","This report highlights the results of consultation meetings and field visits organized by the Department of Crop Production and CCAFS SEA together with the five provincial  Department of Agriculture and Rural Development in the Mekong River Delta namely An Giang, Can Tho, Dong Thap, Long An, and Tra Vinh.  ","Discussion paper/Working paper/White paper","https://cgspace.cgiar.org/handle/10568/99248",
166,1,1900-01-01 00:00:00,2200-01-01 00:00:00,12058," Improving Coffee Sector's Climate-Smart Awareness and Decision-Making in Uganda ","Outcome story","Outcome note","https://cgspace.cgiar.org/handle/10568/100136",
167,1,1900-01-01 00:00:00,2200-01-01 00:00:00,12087,"Educator incentives and educational triage in rural primary schools","N/A","Discussion paper/Working paper/White paper","http://ebrary.ifpri.org/cdm/ref/collection/p15738coll5/id/6327",
168,1,1900-01-01 00:00:00,2200-01-01 00:00:00,12293,"Gender-sensitive Smart Household Monitoring instrument to assess climate-smart agriculture performance and outcomes in Cauca climate-smart village.","The research thesis analysed the data from a Gender-sensitive Smart Household Monitoring instrument to assess csa performance and outcomes in Cauca climate-smart village. Data analysed through different indicators disaggregated by gender, examine the Climate-smart agriculture adoption and dis-adoption trends and related factors (financial, technical/operational and social) that enable its implementation.
","Thesis","https://cgspace.cgiar.org/handle/10568/100238",
169,1,1900-01-01 00:00:00,2200-01-01 00:00:00,12340,"Hoima (Uganda) CSV Monitoring Summary 2018: CSA Adoption and perceived livelihoods and gender effects.","This progress report summarizes the key results from the CSV monitoring undertaken in 2018. It focuses on the levels of CSA implementation in Hoima (Uganda) and gender-disaggregated perceived effects of CSA practices on households livelihoods and gender dimensions.","Database/Dataset/Data documentation","https://cgspace.cgiar.org/handle/10568/100253",
170,1,1900-01-01 00:00:00,2200-01-01 00:00:00,12353,"SA 2018 Monitoring Summary: CSA Adoption and perceived effects.","This progress report summarizes the key results from the CSV monitoring undertaken in 2018. It focuses on the levels of CSA implementation in the 3 South Asia  CSVs : Nawalaprasi (Nepal), Barisal and Khulna (Bangladesh) and the gender-disaggregated perceived effects of CSA practices on households livelihoods and gender dimensions.
","Database/Dataset/Data documentation","https://cgspace.cgiar.org/handle/10568/100318",
171,1,1900-01-01 00:00:00,2200-01-01 00:00:00,12436,"Predictability of seasonal precipitation across major crop growing areas in Colombia","Paper assessing seasonal climate predictability for Colombia","Journal Article (peer reviewed)","https://cgspace.cgiar.org/handle/10568/97569",
172,1,1900-01-01 00:00:00,2200-01-01 00:00:00,12552,"A poverty-sensitive scorecard to prioritize lending and grant allocation: Evidence from Central America","PI Manuel Hernandez","Journal Article (peer reviewed)","http://cdm15738.contentdm.oclc.org/cdm/ref/collection/p15738coll5/id/6227",
173,1,1900-01-01 00:00:00,2200-01-01 00:00:00,12753,"A conference paper on the impact of modelling and pooled data on the accuracy of genomic prediction in smallholder dairy data","The lack of data recording in smallholder dairy cattle system implies that the availability of molecular data could offer some quick wins in terms of using the genomic information in genomic evaluation and therefore genomic selection (GS). ADGG would offer more opportunity to further examine the application of GS. ","Conference paper / Seminar paper","https://cgspace.cgiar.org/handle/10568/97872",
174,1,1900-01-01 00:00:00,2200-01-01 00:00:00,12775,"Determinants of maize cultivation in a land-scarce rice-based economy","Maize use, mostly as animal feed, has been increasing rapidly in Bangladesh –  densely populated country with a rice-based agri-food system. Domestic maize production has increased despite land scarcity but failed to meet the growing demand, with imports making up the shortfall. The study contextualizes Bangladesh’s domestic maize production potential.","Journal Article (peer reviewed)",,
175,1,1900-01-01 00:00:00,2200-01-01 00:00:00,12815,"Threat of wheat blast to South Asia’s food security : an ex-ante analysis","In 2016, scientists confirmed the presence of wheat-blast disease in Bangladesh, South Asia–its first occurrence outside South America. Severely blast-affected wheat fields had their grain yield wiped out. This poses a severe threat to food security for poor inhabitants of south Asia where per capita wheat consumption has been increasing. ","Journal Article (peer reviewed)",,
176,1,1900-01-01 00:00:00,2200-01-01 00:00:00,12817,"Changing Food Consumption of Households in Developing Countries: A Bangladesh Case.","The changes in the relative consumption in Bangladesh are prominent both in rural and urban areas. The literature often is based on the premise that with increasing income, households switch from staple cereals to high food-value items. The present study highlights the need to also consider within-staple substitution. https://www.tandfonline.com/doi/abs/10.1080/08974438.2017.1402727?journalCode=wifa20","Journal Article (peer reviewed)",,
177,1,1900-01-01 00:00:00,2200-01-01 00:00:00,12818,"Evolving food consumption patterns of rural and urban households in developing countries: A Bangladesh case","Population and income are growing rapidly in South Asia, spurring the demand for food in general, and the demand for higher-valued food items in particular. This poses particular food security challenges for densely populated and emerging countries, such as Bangladesh. ","Journal Article (peer reviewed)",,
178,1,1900-01-01 00:00:00,2200-01-01 00:00:00,12886,"Peer-reviewed papers","A detailed list of the papers (there were more than 8) published through CSISA can be found here: https://csisa.org/research-publications/","Discussion paper/Working paper/White paper",,
179,1,1900-01-01 00:00:00,2200-01-01 00:00:00,12891,"Guinayangan Impact Areas","Brochure providing detailed description and features of the 7 impact sites or CSA learning areas in Guinayangan CSV. It also provides characteristics of and processes for developing an impact site. ","Brochure","https://drive.google.com/open?id=1iT7p9ukbJrE_pU5KOGZGE9R1yC_Mv_Km",
180,1,1900-01-01 00:00:00,2200-01-01 00:00:00,12945,"Review of laws and regulations that constrain private sector role in the delivery of animal health services in Kenya","Review of laws and regulations that constrain private sector role in the delivery of animal health services in Kenya","Research workshop report","https://cgspace.cgiar.org/handle/10568/100491",
181,1,1900-01-01 00:00:00,2200-01-01 00:00:00,12949,"Genome wide association studies (GWAS) of spot blotch resistance at the seedling and the adult plant stages in a collection of spring barley","Genome wide association studies (GWAS) of spot blotch resistance at the seedling and the adult plant stages in a collection of spring barley","Journal Article (peer reviewed)","https://link.springer.com/article/10.1007%2Fs11032-018-0815-0",
182,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13030,"Journal article on identification of Mycoplasma mycoides subspecies mycoides molecules involved in adhesion to host cells.","Identification of targets of monoclonal antibodies that inhibit adhesion and growth in Mycoplasma mycoides subspecies mycoides","Journal Article (peer reviewed)","https://cgspace.cgiar.org/handle/10568/98897",
183,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13034,"3rd Quertely Technical Report-Mayi Plus II Project.","Quarterly technical report (July-September 2018) that includes the activities and results achieved in each of the project outputs, such as:
In-country replication of the Seed Multiplication Workshops.
Results of the meetings with the Mayi Plus 1 seed multipliers farmers-South of Haiti.
Improved seed distribution report. 
Strategic-Maize-Seed-Reserve for Haiti report.","Funder report",,
184,1,1900-01-01 00:00:00,2200-01-01 00:00:00,13035,"4th Quarterly Technical Report-Mayi Plus II Project.","Technical report (October to December 2018) that includes the activities and results achieved in each of the outputs of the project, such as:
In-country trainings for seed productions/ farmer trainings. 
2018 Winter trials (response to nitrogen rate) establishment. 
2018 Winter seed production plots status-harvest until 2019.","Funder report",,
